size	dataType	view	cell	lab	geoSampleAccession	dccAccession	dataVersion	softwareVersion	type	md5sum	geoSampleAccesion	dateSubmitted	controlId	grant	dateResubmitted	origAssembly	treatment	replicate	antibody	control	setType	tableName	protocol	labExpId	localization	rnaExtract	strand	labVersion	labProtocolId	bioRep	project	composite	readType	dateUnrestricted	seqPlatform	spikeInPool	objStatus	subId	filename
1.8M	DnaseSeq	Peaks	CD20+	UW	NA	wgEncodeEH001884	ENCODE Jan 2011 Freeze	HotSpot	bigBed	0087aa6c7d5c8eeb7bcab11c51655c20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseCD20.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	CD34+_Mobilized	UW	GSM1024770	wgEncodeEH001885	ENCODE Jan 2011 Freeze	HotSpot	bigBed	3f00e92b103d8a44fffcb3153e049899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseCD34Mobilized.fdr01peaks.hg19.bb
2.2M	DnaseSeq	Peaks	CMK	UW	GSM736607	wgEncodeEH000510	ENCODE Jan 2011 Freeze	HotSpot	bigBed	abff4deb20553b2739e1c595769ad5f9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseCMK.fdr01peaks.hg19.bb
1.6M	DnaseSeq	Peaks	GM06990	UW	GSM736558,GSM736635	wgEncodeEH000481	ENCODE Jan 2011 Freeze	HotSpot	bigBed	15eeb935d7f694e10dc6f8ab20cd5259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseGM06990.fdr01peaks.hg19.bb
2.3M	DnaseSeq	Peaks	GM12864	UW	GSM736525	wgEncodeEH001182	ENCODE Jan 2011 Freeze	HotSpot	bigBed	eb91ca26a353b018bae8591b1d0da8ec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseGM12864.fdr01peaks.hg19.bb
2.5M	DnaseSeq	Peaks	GM12865	UW	GSM736512,GSM736561	wgEncodeEH000520	ENCODE Jan 2011 Freeze	HotSpot	bigBed	4ddbb4d5f0fc9ad1c645fe82255f7104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseGM12865.fdr01peaks.hg19.bb
3.8M	DnaseSeq	Peaks	H7-hESC	UW	GSM736638,GSM736610	wgEncodeEH000511	ENCODE Jan 2011 Freeze	HotSpot	bigBed	74904d592f42307592a512776d2fe564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseH7hESC.fdr01peaks.hg19.bb
3.0M	DnaseSeq	Peaks	HAc	UW	GSM736586,GSM736538	wgEncodeEH001192	ENCODE Jan 2011 Freeze	HotSpot	bigBed	6d47fd19b11b1c52d9e5e43c1ed14e85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHAc.fdr01peaks.hg19.bb
3.2M	DnaseSeq	Peaks	HAEpiC	UW	GSM736631,GSM736606	wgEncodeEH000512	ENCODE Jan 2011 Freeze	HotSpot	bigBed	9463abc2c2bd9c38787b1e7439509ed2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHAEpiC.fdr01peaks.hg19.bb
3.1M	DnaseSeq	Peaks	HA-h	UW	GSM736594,GSM736535	wgEncodeEH001191	ENCODE Jan 2011 Freeze	HotSpot	bigBed	7cd3af14e39753a6417dfd607b7d6407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHAh.fdr01peaks.hg19.bb
3.0M	DnaseSeq	Peaks	HA-sp	UW	GSM736537,GSM736625	wgEncodeEH001183	ENCODE Jan 2011 Freeze	HotSpot	bigBed	e2fae97449fc791d9767c943c4de0dc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHAsp.fdr01peaks.hg19.bb
3.2M	DnaseSeq	Peaks	HBMEC	UW	GSM736509,GSM736554	wgEncodeEH001178	ENCODE Jan 2011 Freeze	HotSpot	bigBed	1105b890d3f688fa5f041d54828a0c67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHBMEC.fdr01peaks.hg19.bb
3.0M	DnaseSeq	Peaks	HCFaa	UW	GSM736494,GSM736601	wgEncodeEH001164	ENCODE Jan 2011 Freeze	HotSpot	bigBed	1080435a4230d8f5cb6ce55fa2fd5d22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHCFaa.fdr01peaks.hg19.bb
2.9M	DnaseSeq	Peaks	HCF	UW	GSM736568,GSM736540	wgEncodeEH000513	ENCODE Jan 2011 Freeze	HotSpot	bigBed	72b341ba51188746a3b3c86efc5c3e75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHCF.fdr01peaks.hg19.bb
3.1M	DnaseSeq	Peaks	HCM	UW	GSM736516,GSM736504	wgEncodeEH000519	ENCODE Jan 2011 Freeze	HotSpot	bigBed	34c6ec1250bed929a496b14b647b06c1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHCM.fdr01peaks.hg19.bb
2.7M	DnaseSeq	Peaks	HConF	UW	GSM736547,GSM736515	wgEncodeEH001165	ENCODE Jan 2011 Freeze	HotSpot	bigBed	cdab16c8acd14057e532c53cd0a92369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHConF.fdr01peaks.hg19.bb
3.2M	DnaseSeq	Peaks	HCPEpiC	UW	GSM736569,GSM736597	wgEncodeEH000514	ENCODE Jan 2011 Freeze	HotSpot	bigBed	7a671b4d4b7f952c6e66438b463816f0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHCPEpiC.fdr01peaks.hg19.bb
2.0M	DnaseSeq	Peaks	HCT-116	UW	GSM736600,GSM736493	wgEncodeEH001162	ENCODE Jan 2011 Freeze	HotSpot	bigBed	bf49efedac7f0b7427497388c4d05c3f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHCT116.fdr01peaks.hg19.bb
3.3M	DnaseSeq	Peaks	HEEpiC	UW	GSM736585,GSM736532	wgEncodeEH000515	ENCODE Jan 2011 Freeze	HotSpot	bigBed	9ad2a37c8712dc6c5907b50ac5ad4645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHEEpiC.fdr01peaks.hg19.bb
3.1M	DnaseSeq	Peaks	HFF	UW	GSM736602,GSM736572	wgEncodeEH001193	ENCODE Jan 2011 Freeze	HotSpot	bigBed	0d5192a0a1b7e40ab360f02165cf5849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHFF.fdr01peaks.hg19.bb
3.2M	DnaseSeq	Peaks	HFF-Myc	UW	GSM736524,GSM736605	wgEncodeEH001194	ENCODE Jan 2011 Freeze	HotSpot	bigBed	a1baf27ad23cad3e4bc7e92e90c00bde	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHFFMyc.fdr01peaks.hg19.bb
2.6M	DnaseSeq	Peaks	HGF	UW	GSM736579,GSM736576	wgEncodeEH000504	ENCODE Jan 2011 Freeze	HotSpot	bigBed	31af2c4acf48d38149957d9586f4963a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHGF.fdr01peaks.hg19.bb
3.4M	DnaseSeq	Peaks	HIPEpiC	UW	GSM736589,GSM736615	wgEncodeEH001184	ENCODE Jan 2011 Freeze	HotSpot	bigBed	933d3119e5ce8cd77ad05f65c6226cc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHIPEpiC.fdr01peaks.hg19.bb
2.7M	DnaseSeq	Peaks	HL-60	UW	GSM736626,GSM736595	wgEncodeEH000489	ENCODE Jan 2011 Freeze	HotSpot	bigBed	c123db8c60019438b603e92d185b2952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHL60.fdr01peaks.hg19.bb
3.0M	DnaseSeq	Peaks	HMF	UW	GSM736628,GSM736541	wgEncodeEH001166	ENCODE Jan 2011 Freeze	HotSpot	bigBed	1d5ebd7f23c8dbd0a4fd2b3ab89b9a6c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMF.fdr01peaks.hg19.bb
2.0M	DnaseSeq	Peaks	HMVEC-dAd	UW	NA	wgEncodeEH001889	ENCODE Jan 2011 Freeze	HotSpot	bigBed	4f163a74cb9fc1ed23eda494133ba982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECdAd.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	HMVEC-dBl-Ad	UW	GSM736609,GSM736523	wgEncodeEH001168	ENCODE Jan 2011 Freeze	HotSpot	bigBed	d534f4618af6670a384f3b6ecabb8db8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECdBlAd.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	HMVEC-dBl-Neo	UW	GSM736571,GSM736521	wgEncodeEH001169	ENCODE Jan 2011 Freeze	HotSpot	bigBed	79248e36877fa879957f70a1ddf66e3f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECdBlNeo.fdr01peaks.hg19.bb
2.3M	DnaseSeq	Peaks	HMVEC-dLy-Ad	UW	GSM736599,GSM736591	wgEncodeEH001170	ENCODE Jan 2011 Freeze	HotSpot	bigBed	77606a375edaa08012bc9299c8f7026e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECdLyAd.fdr01peaks.hg19.bb
2.7M	DnaseSeq	Peaks	HMVEC-dLy-Neo	UW	GSM736577,GSM736573	wgEncodeEH001171	ENCODE Jan 2011 Freeze	HotSpot	bigBed	d91f155360b831c5d6bbb07f3fc2acc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECdLyNeo.fdr01peaks.hg19.bb
2.5M	DnaseSeq	Peaks	HMVEC-dNeo	UW	GSM736611,GSM736624	wgEncodeEH001172	ENCODE Jan 2011 Freeze	HotSpot	bigBed	ed69a5b0123973c51dcc5ce68180bf9c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECdNeo.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	HMVEC-LBl	UW	GSM736542,GSM736511	wgEncodeEH001163	ENCODE Jan 2011 Freeze	HotSpot	bigBed	f59c89e86ee18fd29b3dd2240f030a7c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECLBl.fdr01peaks.hg19.bb
2.6M	DnaseSeq	Peaks	HMVEC-LLy	UW	GSM736507,GSM736627	wgEncodeEH001167	ENCODE Jan 2011 Freeze	HotSpot	bigBed	70b8f305303b988bc53ac98c4acc0e2b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHMVECLLy.fdr01peaks.hg19.bb
3.2M	DnaseSeq	Peaks	HNPCEpiC	UW	GSM736621,GSM736550	wgEncodeEH000516	ENCODE Jan 2011 Freeze	HotSpot	bigBed	28cc63ead750049514aac36f8d399dc9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHNPCEpiC.fdr01peaks.hg19.bb
2.0M	DnaseSeq	Peaks	HPAEC	UW	GSM1024763	wgEncodeEH001886	ENCODE Jan 2011 Freeze	HotSpot	bigBed	2674ce4c3fba96ad40e1bcb2a932d4a9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHPAEC.fdr01peaks.hg19.bb
3.1M	DnaseSeq	Peaks	HPAF	UW	GSM736555,GSM736614	wgEncodeEH001173	ENCODE Jan 2011 Freeze	HotSpot	bigBed	7a91c501c422a29cebb8b9703c44a81b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHPAF.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	HPdLF	UW	GSM736632,GSM736528	wgEncodeEH001175	ENCODE Jan 2011 Freeze	HotSpot	bigBed	c61abf9ceb902e9ab97c59b26873a965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHPdLF.fdr01peaks.hg19.bb
2.7M	DnaseSeq	Peaks	HPF	UW	GSM736574,GSM736503	wgEncodeEH001174	ENCODE Jan 2011 Freeze	HotSpot	bigBed	86dd582a8245dc40cfb5fe453f2406bc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHPF.fdr01peaks.hg19.bb
3.1M	DnaseSeq	Peaks	HRCEpiC	UW	GSM736549,GSM736557	wgEncodeEH000493	ENCODE Jan 2011 Freeze	HotSpot	bigBed	ec891e61dd70b43a5edde2c33cefa785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHRCEpiC.fdr01peaks.hg19.bb
3.0M	DnaseSeq	Peaks	HRE	UW	GSM736527,GSM736548	wgEncodeEH000494	ENCODE Jan 2011 Freeze	HotSpot	bigBed	fd04841b55ae8296495b858f6d2f4c84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHRE.fdr01peaks.hg19.bb
2.3M	DnaseSeq	Peaks	HRGEC	UW	GSM736499,GSM736618	wgEncodeEH001195	ENCODE Jan 2011 Freeze	HotSpot	bigBed	3ed60e14f929640a26f06a8acb4b3e41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHRGEC.fdr01peaks.hg19.bb
3.5M	DnaseSeq	Peaks	HRPEpiC	UW	GSM736630,GSM736623	wgEncodeEH000517	ENCODE Jan 2011 Freeze	HotSpot	bigBed	063410dbdba0250a815dd6abb101ebea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHRPEpiC.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	HVMF	UW	GSM736534,GSM736491	wgEncodeEH001176	ENCODE Jan 2011 Freeze	HotSpot	bigBed	89c4eb2339bb31704fb5fe8c88853411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseHVMF.fdr01peaks.hg19.bb
2.8M	DnaseSeq	Peaks	Jurkat	UW	GSM736501,GSM736492	wgEncodeEH000497	ENCODE Jan 2011 Freeze	HotSpot	bigBed	c8978144bc6b059bb996772c3b424dfe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseJurkat.fdr01peaks.hg19.bb
2.5M	DnaseSeq	Peaks	Monocytes-CD14+_RO01746	UW	NA	wgEncodeEH001196	ENCODE Jan 2011 Freeze	HotSpot	bigBed	c97a1b93c5540e73f18305ba2ee8acba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseMonocytesCD14RO01746.fdr01peaks.hg19.bb
2.6M	DnaseSeq	Peaks	NB4	UW	GSM736604,GSM736529	wgEncodeEH000498	ENCODE Jan 2011 Freeze	HotSpot	bigBed	eefec2dfc4377bf8d36d66f9dbb146b2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseNB4.fdr01peaks.hg19.bb
3.1M	DnaseSeq	Peaks	NH-A	UW	GSM736544,GSM736584	wgEncodeEH001179	ENCODE Jan 2011 Freeze	HotSpot	bigBed	5c19c69bfedfd76bf2f1e70ac4d126b5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseNHA.fdr01peaks.hg19.bb
3.5M	DnaseSeq	Peaks	NHDF-Ad	UW	GSM736567,GSM736520	wgEncodeEH001177	ENCODE Jan 2011 Freeze	HotSpot	bigBed	d8718213c5adc18565553936de32306c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseNHDFAd.fdr01peaks.hg19.bb
3.0M	DnaseSeq	Peaks	NHDF-neo	UW	GSM736498,GSM736546	wgEncodeEH000518	ENCODE Jan 2011 Freeze	HotSpot	bigBed	98682cf73042420ebe478a31ca59cffd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseNHDFneo.fdr01peaks.hg19.bb
